Date,SENT
4/15/20,1
4/16/20,0.280701754
4/17/20,0
4/18/20,0.294117647
4/19/20,0.428571429
4/20/20,0.6
4/21/20,0.375
4/22/20,0.263157895
4/23/20,0.55
4/24/20,0
4/25/20,0.681818182
4/26/20,0.384615385
4/27/20,0.333333333
4/28/20,0
4/29/20,0.333333333
4/30/20,-0.117647059
5/1/20,0.178571429
5/2/20,0.538461538
5/3/20,0.9
5/4/20,0.222222222
5/5/20,0.05
5/6/20,0.578947368
5/7/20,0.133333333
5/8/20,0.5
5/9/20,0.111111111
5/10/20,-0.076923077
5/11/20,0.391304348
5/12/20,0.352941176
5/13/20,0.4
5/14/20,0.375
5/15/20,0.181818182
5/17/20,0.428571429
5/18/20,0.666666667
5/19/20,0.142857143
5/20/20,1
5/21/20,0.666666667
5/22/20,0.230769231
5/23/20,0.333333333
5/24/20,0
5/25/20,0
5/26/20,0.714285714
5/27/20,0.5
5/29/20,0.666666667
5/30/20,0.25
5/31/20,0.222222222
6/1/20,0
6/2/20,0
6/4/20,0.333333333
6/5/20,0.333333333
6/6/20,0.083333333
6/7/20,0.25
6/8/20,0.272727273
6/9/20,0
6/10/20,0.423076923
6/11/20,0.4
6/14/20,0.5
6/15/20,0.083333333
6/16/20,0.2
6/17/20,-1
6/18/20,0.166666667
6/19/20,0.166666667
6/20/20,0.111111111
6/21/20,0.542857143
6/22/20,0.285714286
6/23/20,0
6/24/20,0.571428571
6/25/20,0.25
6/26/20,0.333333333
6/27/20,0.8
6/28/20,0.25
6/29/20,0.75
6/30/20,0.375
7/1/20,0.5
7/2/20,0.324324324
7/3/20,0.416666667
7/4/20,0.4
7/5/20,0.464285714
7/6/20,0.285714286
7/7/20,0.666666667
7/8/20,0
7/9/20,0.25
7/10/20,0.5
7/11/20,0.25
7/12/20,0.333333333
7/13/20,0.266666667
7/14/20,1
